#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -12.7186  -12.2996   -3.8138   -2.4587   -1.6390   -0.2221   -0.0884   -0.0884    1.0513    1.0513    1.2983    1.2983    1.5798
  0.1263  -12.6830  -12.2645   -3.7421   -2.4143   -1.6044   -0.2186   -0.1345   -0.0304    0.9407    1.0273    1.0882    1.2658    1.3823
  0.2527  -12.5782  -12.1610   -3.5360   -2.2827   -1.5028   -0.2774   -0.2071    0.1404    0.5169    0.7486    0.8532    0.9516    1.1840
  0.3790  -12.4096  -11.9946   -3.2251   -2.0751   -1.3402   -0.4907   -0.3243   -0.0709    0.1235    0.4106    0.5511    0.8227    1.0849
  0.5054  -12.1878  -11.7760   -2.8640   -1.8430   -1.1398   -1.1277   -0.6882   -0.4519   -0.2915    0.4960    0.6138    0.8036    0.9909
  0.6317  -11.9297  -11.5219   -2.5407   -1.9260   -1.6868   -1.4928   -0.8826   -0.4968   -0.2407    0.4481    0.5764    0.8967    1.2083
  0.7580  -11.6609  -11.2577   -2.7295   -2.2187   -2.2057   -1.6809   -0.6307   -0.6074    0.1327    0.2838    0.6949    0.8206    0.8377
  0.8844  -11.4175  -11.0191   -3.2905   -2.8031   -2.1425   -1.6681   -0.6290   -0.4060    0.1541    0.3493    0.5628    0.7605    1.4574
  1.0107  -11.2436  -10.8489   -3.6729   -3.1865   -2.1565   -1.6451   -0.5788   -0.2476    0.0718    0.4070    0.4797    0.7221    2.2103
  1.1371  -11.1799  -10.7867   -3.8076   -3.3208   -2.1703   -1.6383   -0.5448   -0.1902    0.0438    0.4151    0.4514    0.7089    2.5955
  1.1371  -11.1799  -10.7867   -3.8076   -3.3208   -2.1703   -1.6383   -0.5448   -0.1902    0.0438    0.4151    0.4514    0.7089    2.5955
  1.2100  -11.1742  -10.7811   -3.7928   -3.3062   -2.1437   -1.6281   -0.5404   -0.1851   -0.0296    0.3815    0.4211    0.6808    2.0757
  1.2830  -11.1573  -10.7645   -3.7483   -3.2624   -2.0656   -1.5977   -0.5280   -0.2305   -0.1701    0.1849    0.4301    0.6035    1.6888
  1.3559  -11.1306  -10.7383   -3.6744   -3.1896   -1.9423   -1.5464   -0.5399   -0.4943   -0.1464   -0.1089    0.4303    0.4941    1.3246
  1.4288  -11.0962  -10.7046   -3.5717   -3.0883   -1.7873   -1.4749   -0.8755   -0.4837   -0.4638   -0.1158    0.3465    0.4390    0.9921
  1.5018  -11.0573  -10.6664   -3.4408   -2.9592   -1.6288   -1.4369   -1.1719   -0.8468   -0.4652   -0.0812    0.2030    0.4182    0.7069
  1.5747  -11.0178  -10.6277   -3.2828   -2.8031   -1.7160   -1.4934   -1.2304   -1.0991   -0.4571   -0.0464    0.0510    0.3499    0.5201
  1.6477  -10.9827  -10.5933   -3.0991   -2.6212   -2.0667   -1.5927   -1.3997   -0.8883   -0.4651   -0.1164   -0.0155    0.2367    0.4561
  1.7206  -10.9574  -10.5686   -2.8911   -2.4149   -2.3887   -1.9159   -1.3392   -0.6665   -0.4822   -0.2983    0.0066    0.1773    0.4258
  1.7936  -10.9477  -10.5591   -2.6742   -2.6461   -2.1860   -2.1860   -1.3180   -0.4931   -0.4840   -0.4630    0.0151    0.1673    0.4117
  1.7936  -10.9477  -10.5591   -2.6742   -2.6461   -2.1860   -2.1860   -1.3180   -0.4931   -0.4840   -0.4630    0.0151    0.1673    0.4117
  1.9394  -10.9956  -10.6059   -3.0018   -2.5248   -2.1429   -1.6694   -1.3895   -0.7578   -0.4799   -0.2370   -0.0271    0.1248    0.4989
  2.0853  -11.1511  -10.7579   -3.0352   -2.5564   -1.6064   -1.5198   -1.0944   -0.9160   -0.5690   -0.1912   -0.1653    0.1188    0.6237
  2.2312  -11.4035  -11.0050   -2.7671   -2.2818   -1.7771   -1.0759   -0.8893   -0.7876   -0.4930   -0.3938   -0.3286    0.3270    0.6551
  2.3771  -11.7123  -11.3081   -2.3353   -2.0080   -1.7444   -1.1586   -0.9179   -0.6790   -0.5821   -0.1727    0.0939    0.5245    0.6405
  2.5230  -12.0290  -11.6195   -2.6008   -1.5737   -1.4424   -1.0124   -0.9766   -0.7392   -0.4137    0.2790    0.5075    0.6208    0.7882
  2.6689  -12.3121  -11.8985   -3.0492   -1.9402   -1.2464   -0.6903   -0.4717   -0.2123   -0.1715    0.4990    0.5892    0.7479    0.9555
  2.8148  -12.5324  -12.1158   -3.4481   -2.2240   -1.4585   -0.3369   -0.2227    0.2255    0.3374    0.6621    0.6636    0.9389    1.1167
  2.9606  -12.6713  -12.2529   -3.7185   -2.3995   -1.5929   -0.2185   -0.1495   -0.0104    0.9132    0.9815    1.0595    1.2517    1.3209
  3.1065  -12.7186  -12.2996   -3.8138   -2.4587   -1.6390   -0.2221   -0.0884   -0.0884    1.0513    1.0513    1.2983    1.2983    1.5798
