#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000   -8.3295   -1.7744   -1.7744   -1.7744   -0.7255   -0.7255   24.6476   28.2128   28.2128   28.2128
  0.1554   -8.2307   -1.8053   -1.7499   -1.7485   -0.7514   -0.7187   24.3423   26.9601   27.4224   28.0899
  0.3107   -7.9377   -1.8937   -1.6791   -1.6756   -0.8233   -0.6954   23.1752   25.4424   26.0374   27.8964
  0.4661   -7.4607   -2.0276   -1.5752   -1.5696   -0.9187   -0.6476   21.2107   24.4857   24.6109   27.7060
  0.6215   -6.8202   -2.1888   -1.4922   -1.4519   -0.9654   -0.5644   19.0520   23.2522   23.6934   27.1263
  0.7769   -6.0534   -2.3554   -1.5347   -1.3427   -0.8264   -0.4404   16.9315   22.0067   22.8671   25.6794
  0.9322   -5.2277   -2.5051   -1.6640   -1.2502   -0.4807   -0.2874   14.9138   20.9089   21.7290   24.1112
  1.0876   -4.4578   -2.6209   -1.7795   -1.1696   -0.1342    0.0778   13.0259   19.9920   20.0070   23.1698
  1.2430   -3.8836   -2.7047   -1.8146   -1.0920   -0.0150    0.9247   11.2872   18.0140   19.2872   22.6933
  1.3984   -3.5502   -2.7786   -1.7659   -1.0116    0.0415    2.1102    9.7182   16.0383   18.8209   22.4473
  1.5537   -3.3619   -2.8445   -1.7158   -0.9280    0.0203    3.5864    8.3479   14.1916   18.6097   22.3496
  1.7091   -3.2210   -2.8796   -1.7384   -0.8496   -0.0734    5.1771    7.2633   12.5532   18.6572   22.3648
  1.8645   -3.0933   -2.8661   -1.8452   -0.8045   -0.2024    5.7444    7.3878   11.3088   18.9538   22.4700
  2.0199   -3.0124   -2.7970   -1.9733   -0.8581   -0.2824    5.0408    8.1279   11.2592   19.4795   22.6459
  2.1752   -3.1009   -2.6443   -1.9860   -1.0368   -0.2639    4.2713    7.6959   12.9307   20.2094   22.8749
  2.3306   -3.3594   -2.4245   -1.8221   -1.2672   -0.1972    3.4727    7.0862   15.2193   21.1171   23.1400
  2.4860   -3.6647   -2.1872   -1.5177   -1.4875   -0.1244    2.6302    6.6464   17.7061   22.1746   23.4274
  2.6414   -3.9286   -1.9873   -1.6639   -1.0837   -0.0636    1.7742    6.3837   20.2245   23.3422   23.7454
  2.7967   -4.1029   -1.8594   -1.7770   -0.5298   -0.0241    0.9540    6.2506   22.3637   24.2943   24.5137
  2.9521   -4.1636   -1.8158   -1.8158   -0.0105   -0.0105    0.3440    6.2104   23.0743   25.1789   25.1790
  2.9521   -4.1636   -1.8158   -1.8158   -0.0105   -0.0105    0.3440    6.2104   23.0743   25.1789   25.1790
  3.0846   -4.1171   -1.8497   -1.7863   -0.4484   -0.0150    0.8569    6.2244   22.5899   24.2504   24.7874
  3.2171   -3.9826   -1.9511   -1.6987   -0.9440   -0.0281    1.5805    6.2689   21.2037   22.5082   24.7506
