#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -18.4242  -18.4060   -6.6948   -6.2968   -5.9408   -5.5359   -4.9758   -4.7693   -1.7270   -1.5516   -1.5208   -0.8000   -0.5595   -0.5144   -0.3170   -0.1755    1.1417    1.1784    9.0754    9.2640
  0.0376  -18.4143  -18.4118   -6.5854   -6.4022   -5.8769   -5.5663   -4.9869   -4.8125   -1.6931   -1.5531   -1.5126   -0.7975   -0.5706   -0.5386   -0.3118   -0.2069    1.0859    1.2474    9.2691    9.5145
  0.0751  -18.4214  -18.4068   -6.5093   -6.4653   -5.8100   -5.5953   -5.0056   -4.8525   -1.6734   -1.5468   -1.5031   -0.7977   -0.5854   -0.5620   -0.3073   -0.2404    1.0317    1.3206    9.3986    9.5322
  0.1127  -18.4360  -18.3991   -6.5873   -6.3635   -5.7448   -5.6174   -5.0299   -4.8862   -1.6662   -1.5327   -1.4925   -0.8010   -0.6034   -0.5842   -0.3022   -0.2723    0.9805    1.3938    9.3254    9.3698
  0.1503  -18.4542  -18.3922   -6.6575   -6.2554   -5.6951   -5.6189   -5.0605   -4.9155   -1.6674   -1.5154   -1.4810   -0.8071   -0.6245   -0.6049   -0.3014   -0.2962    0.9329    1.4630    9.0924    9.3143
  0.1878  -18.4757  -18.3856   -6.7142   -6.1484   -5.6904   -5.5689   -5.0973   -4.9376   -1.6729   -1.4982   -1.4691   -0.8158   -0.6469   -0.6241   -0.3268   -0.2892    0.8899    1.5292    8.8592    9.2667
  0.2254  -18.5015  -18.3806   -6.7574   -6.0456   -5.7035   -5.4959   -5.1408   -4.9536   -1.6808   -1.4835   -1.4574   -0.8270   -0.6694   -0.6421   -0.3490   -0.2820    0.8511    1.5889    8.6232    9.2148
  0.2629  -18.5311  -18.3766   -6.7855   -5.9489   -5.7172   -5.4164   -5.1885   -4.9632   -1.6904   -1.4711   -1.4469   -0.8398   -0.6898   -0.6590   -0.3682   -0.2740    0.8177    1.6405    8.3896    9.1751
  0.3005  -18.5648  -18.3729   -6.7989   -5.8612   -5.7273   -5.3334   -5.2376   -4.9664   -1.7014   -1.4612   -1.4374   -0.8535   -0.7065   -0.6749   -0.3848   -0.2659    0.7900    1.6829    8.1572    9.1457
  0.3381  -18.6025  -18.3706   -6.7974   -5.7891   -5.7350   -5.2832   -5.2476   -4.9630   -1.7139   -1.4534   -1.4307   -0.8678   -0.7179   -0.6900   -0.3997   -0.2584    0.7681    1.7151    7.9260    9.1254
  0.3756  -18.6427  -18.3694   -6.7788   -5.7428   -5.7389   -5.3152   -5.1578   -4.9523   -1.7279   -1.4472   -1.4269   -0.8817   -0.7226   -0.7043   -0.4130   -0.2516    0.7526    1.7381    7.7001    9.1147
  0.4132  -18.6881  -18.3693   -6.7478   -5.7390   -5.7355   -5.3208   -5.0675   -4.9354   -1.7435   -1.4426   -1.4266   -0.8962   -0.7209   -0.7177   -0.4249   -0.2465    0.7435    1.7479    7.4707    9.1138
  0.4508  -18.7375  -18.3702   -6.7028   -5.7698   -5.7351   -5.2972   -4.9755   -4.9130   -1.7603   -1.4396   -1.4298   -0.9108   -0.7301   -0.7132   -0.4349   -0.2432    0.7411    1.7453    7.2384    9.1227
  0.4883  -18.7895  -18.3723   -6.6429   -5.8346   -5.7273   -5.2554   -4.8892   -4.8750   -1.7781   -1.4380   -1.4361   -0.9255   -0.7411   -0.7009   -0.4413   -0.2420    0.7459    1.7315    7.0104    9.1413
  0.5259  -18.8442  -18.3757   -6.5691   -5.9178   -5.7164   -5.2071   -4.8476   -4.7838   -1.7965   -1.4453   -1.4384   -0.9406   -0.7507   -0.6871   -0.4421   -0.2433    0.7579    1.7061    6.7830    9.1693
  0.5635  -18.9001  -18.3795   -6.4804   -6.0115   -5.7007   -5.1589   -4.8008   -4.6858   -1.8150   -1.4553   -1.4410   -0.9557   -0.7584   -0.6752   -0.4331   -0.2470    0.7774    1.6711    6.5570    9.2077
  0.6010  -18.9592  -18.3845   -6.3815   -6.1109   -5.6819   -5.1147   -4.7508   -4.5873   -1.8335   -1.4676   -1.4462   -0.9718   -0.7644   -0.6700   -0.4140   -0.2536    0.8041    1.6240    6.3297    9.2539
  0.6386  -19.0199  -18.3906   -6.2834   -6.2018   -5.6600   -5.0752   -4.6944   -4.4877   -1.8517   -1.4806   -1.4543   -0.9888   -0.7681   -0.6726   -0.3827   -0.2629    0.8377    1.5674    6.1023    9.3071
  0.6761  -19.0820  -18.3974   -6.3364   -6.1323   -5.6348   -5.0424   -4.6319   -4.3870   -1.8694   -1.4941   -1.4657   -1.0065   -0.7697   -0.6823   -0.3417   -0.2750    0.8778    1.5024    5.8721    9.3693
  0.7137  -19.1444  -18.4049   -6.4425   -5.9992   -5.6069   -5.0156   -4.5630   -4.2857   -1.8866   -1.5079   -1.4802   -1.0251   -0.7691   -0.6972   -0.2941   -0.2893    0.9237    1.4309    5.6437    9.4387
  0.7513  -19.2070  -18.4122   -6.5506   -5.8533   -5.5754   -4.9942   -4.4880   -4.1838   -1.9031   -1.5218   -1.4977   -1.0446   -0.7660   -0.7154   -0.3052   -0.2426    0.9746    1.3550    5.4147    9.5419
  0.7888  -19.2694  -18.4220   -6.6610   -5.6975   -5.5435   -4.9797   -4.4072   -4.0815   -1.9192   -1.5363   -1.5185   -1.0651   -0.7612   -0.7358   -0.3229   -0.1919    1.0286    1.2776    5.1853    9.3190
  0.8264  -19.3304  -18.4311   -6.7677   -5.5321   -5.5098   -4.9677   -4.3191   -3.9791   -1.9346   -1.5513   -1.5419   -1.0862   -0.7571   -0.7544   -0.3415   -0.1452    1.0862    1.2027    4.9563    9.0650
  0.8640  -19.3906  -18.4400   -6.8717   -5.4743   -5.3618   -4.9570   -4.2272   -3.8769   -1.9495   -1.5681   -1.5672   -1.1077   -0.7787   -0.7461   -0.3609   -0.1076    1.1350    1.1456    4.7272    8.8130
  0.9015  -19.4495  -18.4506   -6.9741   -5.4405   -5.1959   -4.9402   -4.1301   -3.7749   -1.9640   -1.5966   -1.5854   -1.1300   -0.8000   -0.7372   -0.3807   -0.0860    1.0808    1.2056    4.4973    8.5593
  0.9391  -19.5078  -18.4602   -7.0715   -5.4049   -5.0688   -4.8820   -4.0306   -3.6754   -1.9780   -1.6269   -1.6065   -1.1529   -0.8212   -0.7278   -0.3999   -0.0864    1.0461    1.2656    4.2647    8.3113
  0.9767  -19.5622  -18.4693   -7.1644   -5.3687   -5.0244   -4.7359   -3.9240   -3.5748   -1.9914   -1.6581   -1.6294   -1.1761   -0.8400   -0.7185   -0.4180   -0.1111    1.0379    1.3247    4.0382    8.0679
  1.0142  -19.6142  -18.4783   -7.2519   -5.3337   -5.0181   -4.5505   -3.8133   -3.4753   -2.0041   -1.6908   -1.6556   -1.1998   -0.8576   -0.7101   -0.4346   -0.1629    1.0554    1.3820    3.8136    7.8281
  1.0518  -19.6640  -18.4874   -7.3345   -5.3004   -5.0221   -4.3549   -3.6987   -3.3779   -2.0163   -1.7240   -1.6857   -1.2243   -0.8746   -0.7038   -0.4494   -0.2372    1.0959    1.4365    3.5900    7.5963
  1.0893  -19.7097  -18.4965   -7.4120   -5.2687   -5.0298   -4.1531   -3.5807   -3.2812   -2.0279   -1.7576   -1.7197   -1.2492   -0.8920   -0.7001   -0.4616   -0.3275    1.1542    1.4878    3.3750    7.3728
  1.1269  -19.7519  -18.5044   -7.4824   -5.2380   -5.0392   -3.9497   -3.4599   -3.1864   -2.0386   -1.7912   -1.7577   -1.2750   -0.9123   -0.6995   -0.4705   -0.4259    1.2260    1.5355    3.1675    7.1597
  1.1645  -19.7904  -18.5120   -7.5464   -5.2103   -5.0493   -3.7471   -3.3372   -3.0938   -2.0486   -1.8248   -1.7995   -1.3018   -0.9403   -0.7024   -0.5239   -0.4764    1.3044    1.5790    2.9695    6.9583
  1.2020  -19.8254  -18.5185   -7.6031   -5.1851   -5.0594   -3.5494   -3.2142   -3.0041   -2.0578   -1.8593   -1.8453   -1.3297   -0.9832   -0.7086   -0.6104   -0.4788    1.3861    1.6181    2.7813    6.7710
  1.2396  -19.8553  -18.5250   -7.6533   -5.1634   -5.0694   -3.3541   -3.0910   -2.9166   -2.0662   -1.8937   -1.8936   -1.3584   -1.0478   -0.7174   -0.6754   -0.4795    1.4668    1.6521    2.6107    6.5996
  1.2772  -19.8812  -18.5310   -7.6961   -5.1460   -5.0786   -3.1690   -2.9702   -2.8343   -2.0740   -1.9442   -1.9290   -1.3881   -1.1335   -0.7277   -0.7167   -0.4786    1.5420    1.6811    2.4582    6.4468
  1.3147  -19.9025  -18.5355   -7.7313   -5.1300   -5.0861   -2.9962   -2.8549   -2.7575   -2.0815   -1.9954   -1.9658   -1.4173   -1.2304   -0.7400   -0.7384   -0.4768    1.6105    1.7052    2.3273    6.3173
  1.3523  -19.9192  -18.5390   -7.7589   -5.1174   -5.0921   -2.8408   -2.7498   -2.6887   -2.0900   -2.0450   -2.0034   -1.4445   -1.3263   -0.7526   -0.7483   -0.4748    1.6679    1.7240    2.2212    6.2127
  1.3899  -19.9312  -18.5415   -7.7786   -5.1083   -5.0966   -2.7102   -2.6621   -2.6315   -2.1029   -2.0892   -2.0367   -1.4671   -1.4093   -0.7593   -0.7563   -0.4731    1.7113    1.7375    2.1429    6.1356
  1.4274  -19.9385  -18.5427   -7.7904   -5.1016   -5.0989   -2.6174   -2.6023   -2.5916   -2.1226   -2.1216   -2.0563   -1.4822   -1.4667   -0.7624   -0.7615   -0.4719    1.7392    1.7457    2.0950    6.0884
  1.4650  -19.9409  -18.5432   -7.7944   -5.0998   -5.0998   -2.5822   -2.5822   -2.5754   -2.1339   -2.1339   -2.0617   -1.4875   -1.4875   -0.7633   -0.7633   -0.4715    1.7484    1.7484    2.0788    6.0725
  1.4650  -19.9409  -18.5432   -7.7944   -5.0998   -5.0998   -2.5822   -2.5822   -2.5754   -2.1339   -2.1339   -2.0617   -1.4875   -1.4875   -0.7633   -0.7633   -0.4715    1.7484    1.7484    2.0788    6.0725
  1.4817  -19.9404  -18.5439   -7.7928   -5.0993   -5.0993   -2.5858   -2.5858   -2.5817   -2.1335   -2.1335   -2.0586   -1.4841   -1.4841   -0.7635   -0.7635   -0.4719    1.7477    1.7477    2.0820    6.0723
  1.4984  -19.9390  -18.5460   -7.7880   -5.0977   -5.0977   -2.6001   -2.5964   -2.5964   -2.1323   -2.1323   -2.0498   -1.4740   -1.4740   -0.7639   -0.7639   -0.4732    1.7454    1.7454    2.0916    6.0716
