#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -19.3150  -18.3550   -7.1394   -4.9060   -4.9060   -2.8629   -2.8629   -2.8613   -2.0444   -2.0444   -1.8480   -0.7467   -0.7467    0.8436    1.9756    1.9779    1.9899
  0.1611  -19.3132  -18.3565   -7.1349   -4.9073   -4.9062   -2.8880   -2.8696   -2.8680   -2.0422   -2.0390   -1.8451   -0.7466   -0.7372    0.8599    1.9744    1.9763    1.9907
  0.3222  -19.3072  -18.3586   -7.1212   -4.9073   -4.9039   -2.9588   -2.8886   -2.8856   -2.0368   -2.0228   -1.8358   -0.7447   -0.7096    0.9090    1.9696    1.9779    1.9854
  0.4833  -19.2976  -18.3621   -7.0986   -4.9068   -4.9008   -3.0704   -2.9182   -2.9132   -2.0309   -1.9979   -1.8196   -0.7420   -0.6717    0.9897    1.9626    1.9809    1.9813
  0.6444  -19.2849  -18.3664   -7.0673   -4.9064   -4.8954   -3.2120   -2.9577   -2.9503   -2.0274   -1.9668   -1.7968   -0.7378   -0.6322    1.0986    1.9542    1.9768    1.9867
  0.8055  -19.2683  -18.3718   -7.0281   -4.9065   -4.8887   -3.3714   -3.0035   -2.9936   -2.0275   -1.9315   -1.7680   -0.7325   -0.5967    1.2326    1.9439    1.9712    1.9913
  0.9666  -19.2489  -18.3778   -6.9813   -4.9068   -4.8806   -3.5449   -3.0539   -3.0413   -2.0317   -1.8939   -1.7344   -0.7263   -0.5712    1.3813    1.9339    1.9695    2.0012
  1.1278  -19.2254  -18.3849   -6.9285   -4.9101   -4.8714   -3.7227   -3.1054   -3.0899   -2.0396   -1.8557   -1.6980   -0.7193   -0.5557    1.5357    1.9236    1.9725    2.0099
  1.2889  -19.2000  -18.3923   -6.8703   -4.9145   -4.8615   -3.9034   -3.1602   -3.1417   -2.0508   -1.8179   -1.6598   -0.7115   -0.5512    1.6729    1.9139    1.9902    2.0219
  1.4500  -19.1719  -18.4002   -6.8075   -4.9230   -4.8511   -4.0813   -3.2154   -3.1936   -2.0649   -1.7814   -1.6208   -0.7033   -0.5568    1.7688    1.9068    2.0356    2.0401
  1.6111  -19.1413  -18.4081   -6.7417   -4.9368   -4.8403   -4.2523   -3.2702   -3.2448   -2.0816   -1.7469   -1.5816   -0.6947   -0.5712    1.8114    1.9066    2.0541    2.1005
  1.7722  -19.1086  -18.4160   -6.6744   -4.9589   -4.8295   -4.4114   -3.3239   -3.2947   -2.1004   -1.7146   -1.5423   -0.6857   -0.5934    1.8184    1.9162    2.0739    2.1665
  1.9333  -19.0750  -18.4235   -6.6070   -4.9950   -4.8188   -4.5541   -3.3777   -3.3446   -2.1214   -1.6850   -1.5028   -0.6763   -0.6235    1.8096    1.9332    2.0965    2.1849
  2.0944  -19.0388  -18.4316   -6.5428   -5.0529   -4.8092   -4.6680   -3.4279   -3.3907   -2.1442   -1.6580   -1.4636   -0.6667   -0.6577    1.7946    1.9552    2.1218    2.1960
  2.2555  -19.0013  -18.4375   -6.4812   -5.1350   -4.7985   -4.7478   -3.4756   -3.4345   -2.1686   -1.6334   -1.4239   -0.6949   -0.6562    1.7768    1.9819    2.1494    2.1987
  2.4166  -18.9629  -18.4432   -6.4260   -5.2367   -4.7992   -4.7901   -3.5206   -3.4760   -2.1943   -1.6115   -1.3843   -0.7337   -0.6456    1.7575    2.0129    2.1790    2.1984
  2.5777  -18.9238  -18.4482   -6.3791   -5.3463   -4.8324   -4.7829   -3.5627   -3.5153   -2.2214   -1.5920   -1.3454   -0.7719   -0.6345    1.7372    2.0479    2.2013    2.2115
  2.7388  -18.8844  -18.4519   -6.3421   -5.4555   -4.8539   -4.7772   -3.6018   -3.5524   -2.2494   -1.5747   -1.3081   -0.8060   -0.6229    1.7165    2.0860    2.2032    2.2445
  2.8999  -18.8462  -18.4544   -6.3166   -5.5607   -4.8676   -4.7730   -3.6405   -3.5902   -2.2784   -1.5594   -1.2751   -0.8321   -0.6109    1.6954    2.1256    2.2165    2.2816
  3.0610  -18.8084  -18.4559   -6.3044   -5.6616   -4.8751   -4.7708   -3.6736   -3.6237   -2.3079   -1.5460   -1.2499   -0.8455   -0.5982    1.6741    2.1628    2.2376    2.3100
  3.2221  -18.7702  -18.4559   -6.3050   -5.7493   -4.8772   -4.7702   -3.7033   -3.6547   -2.3377   -1.5337   -1.2352   -0.8419   -0.5850    1.6534    2.1945    2.2747    2.3439
  3.3833  -18.7324  -18.4544   -6.3182   -5.8271   -4.8751   -4.7712   -3.7291   -3.6831   -2.3673   -1.5222   -1.2316   -0.8202   -0.5712    1.6335    2.2218    2.3247    2.3783
  3.5444  -18.6963  -18.4520   -6.3440   -5.8954   -4.8698   -4.7741   -3.7526   -3.7101   -2.3971   -1.5121   -1.2375   -0.7832   -0.5570    1.6138    2.2482    2.3982    2.4416
  3.7055  -18.6616  -18.4482   -6.3810   -5.9534   -4.8626   -4.7787   -3.7732   -3.7350   -2.4265   -1.5029   -1.2483   -0.7348   -0.5426    1.5949    2.2754    2.4438    2.4470
  3.8666  -18.6271  -18.4432   -6.4275   -6.0007   -4.8543   -4.7846   -3.7870   -3.7535   -2.4553   -1.4941   -1.2600   -0.6798   -0.5273    1.5770    2.3045    2.4763    2.5231
  4.0277  -18.5959  -18.4376   -6.4823   -6.0379   -4.8470   -4.7920   -3.8023   -3.7738   -2.4835   -1.4862   -1.2712   -0.6224   -0.5126    1.5598    2.3348    2.5056    2.5880
  4.1888  -18.5667  -18.4317   -6.5437   -6.0650   -4.8414   -4.8015   -3.8153   -3.7916   -2.5108   -1.4789   -1.2803   -0.5650   -0.4985    1.5436    2.3665    2.5342    2.6873
  4.3499  -18.5402  -18.4236   -6.6078   -6.0829   -4.8356   -4.8100   -3.8275   -3.8083   -2.5370   -1.4724   -1.2866   -0.5090   -0.4842    1.5286    2.3994    2.5613    2.7646
  4.5110  -18.5153  -18.4161   -6.6752   -6.0926   -4.8342   -4.8197   -3.8366   -3.8214   -2.5620   -1.4660   -1.2900   -0.4704   -0.4562    1.5145    2.4332    2.5869    2.8384
  4.6721  -18.4926  -18.4082   -6.7426   -6.0951   -4.8348   -4.8296   -3.8440   -3.8323   -2.5854   -1.4600   -1.2904   -0.4573   -0.4084    1.5016    2.4681    2.6109    2.9041
