#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000   -7.7248   -7.7248   -3.8628   -3.8628    4.2073    4.2073    4.8550    4.8550
  0.0280   -7.8357   -7.6152   -3.9401   -3.7767    4.1128    4.2656    4.7909    4.9659
  0.0561   -7.9470   -7.5080   -4.0071   -3.6828    4.0061    4.2560    4.8052    5.0998
  0.0841   -8.0579   -7.4044   -4.0627   -3.5823    3.8963    4.1837    4.8913    5.2457
  0.1122   -8.1675   -7.3059   -4.1052   -3.4760    3.7901    4.0821    5.0173    5.4003
  0.1402   -8.2752   -7.2137   -4.1328   -3.3646    3.6890    3.9697    5.1665    5.5612
  0.1682   -8.3806   -7.1296   -4.1443   -3.2495    3.5934    3.8533    5.3278    5.7269
  0.1963   -8.4832   -7.0548   -4.1382   -3.1314    3.5044    3.7378    5.4989    5.8969
  0.2243   -8.5829   -6.9904   -4.1134   -3.0109    3.4226    3.6240    5.6780    6.0705
  0.2523   -8.6791   -6.9371   -4.0691   -2.8889    3.3472    3.5124    5.8648    6.2470
  0.2804   -8.7717   -6.8952   -4.0053   -2.7662    3.2808    3.4034    6.0572    6.4260
  0.3084   -8.8604   -6.8642   -3.9226   -2.6436    3.2226    3.2971    6.2541    6.6064
  0.3365   -8.9451   -6.8436   -3.8215   -2.5219    3.1728    3.1931    6.4400    6.6232
  0.3645   -9.0256   -6.8321   -3.7035   -2.4020    3.0911    3.1318    6.2526    6.6867
  0.3925   -9.1017   -6.8283   -3.5701   -2.2838    2.9924    3.1005    5.9327    6.9041
  0.4206   -9.1734   -6.8309   -3.4233   -2.1699    2.8927    3.0774    5.6171    7.1285
  0.4486   -9.2405   -6.8386   -3.2649   -2.0604    2.7927    3.0621    5.3094    7.3524
  0.4767   -9.3029   -6.8498   -3.0965   -1.9559    2.6912    3.0567    5.0165    7.5923
  0.5047   -9.3606   -6.8635   -2.9198   -1.8569    2.5866    3.0597    4.7393    7.8007
  0.5327   -9.4134   -6.8787   -2.7366   -1.7647    2.4776    3.0724    4.4804    7.9022
  0.5608   -9.4614   -6.8946   -2.5497   -1.6801    2.3614    3.0903    4.2432    7.9850
  0.5888   -9.5044   -6.9104   -2.3610   -1.6032    2.2373    3.1140    4.0308    8.0039
  0.6168   -9.5425   -6.9256   -2.1729   -1.5346    2.1048    3.1407    3.8455    7.9936
  0.6449   -9.5756   -6.9396   -1.9892   -1.4747    1.9656    3.1714    3.6893    7.9500
  0.6729   -9.6036   -6.9520   -1.8136   -1.4236    1.8240    3.2030    3.5638    7.8873
  0.7010   -9.6266   -6.9626   -1.6525   -1.3817    1.6863    3.2330    3.4637    7.8188
  0.7290   -9.6445   -6.9711   -1.5127   -1.3491    1.5618    3.2592    3.3889    7.7553
  0.7570   -9.6573   -6.9773   -1.4028   -1.3258    1.4610    3.2797    3.3373    7.7049
  0.7851   -9.6649   -6.9811   -1.3317   -1.3117    1.3947    3.2927    3.3072    7.6726
  0.8131   -9.6670   -6.9821   -1.3063   -1.3063    1.3718    3.2980    3.2980    7.6619
  0.8131   -9.6670   -6.9821   -1.3063   -1.3063    1.3718    3.2980    3.2980    7.6619
  0.8475   -9.6838   -6.9588   -1.3049   -1.3049    1.3740    3.2994    3.2994    7.6650
  0.8818   -9.7310   -6.8900   -1.2986   -1.2986    1.3814    3.3060    3.3060    7.6753
  0.9161   -9.8045   -6.7803   -1.2880   -1.2880    1.3937    3.3169    3.3169    7.6918
  0.9505   -9.8987   -6.6356   -1.2732   -1.2732    1.4109    3.3315    3.3315    7.7135
  0.9848  -10.0077   -6.4617   -1.2541   -1.2541    1.4344    3.3493    3.3493    7.7385
  1.0192  -10.1266   -6.2637   -1.2309   -1.2309    1.4613    3.3694    3.3694    7.7632
  1.0535  -10.2514   -6.0457   -1.2036   -1.2036    1.4928    3.3907    3.3907    7.7822
  1.0878  -10.3789   -5.8110   -1.1721   -1.1721    1.5291    3.4119    3.4119    7.7850
  1.1222  -10.5068   -5.5620   -1.1367   -1.1367    1.5699    3.4299    3.4299    7.7551
  1.1565  -10.6332   -5.3007   -1.0972   -1.0972    1.6151    3.4459    3.4459    7.6711
  1.1909  -10.7568   -5.0273   -1.0536   -1.0536    1.6646    3.4563    3.4563    7.5199
  1.2252  -10.8767   -4.7457   -1.0065   -1.0065    1.7181    3.4590    3.4590    7.3122
  1.2595  -10.9920   -4.4558   -0.9557   -0.9557    1.7753    3.4517    3.4517    7.0560
  1.2939  -11.1020   -4.1585   -0.9016   -0.9016    1.8360    3.4325    3.4325    6.7794
  1.3282  -11.2065   -3.8548   -0.8443   -0.8443    1.8981    3.4011    3.4011    6.4854
  1.3626  -11.3047   -3.5455   -0.7843   -0.7843    1.9634    3.3551    3.3551    6.1835
  1.3969  -11.3965   -3.2316   -0.7219   -0.7219    2.0314    3.2957    3.2957    5.8775
  1.4312  -11.4817   -2.9141   -0.6577   -0.6577    2.1006    3.2244    3.2244    5.5681
  1.4656  -11.5599   -2.5944   -0.5923   -0.5923    2.1700    3.1434    3.1434    5.2567
  1.4999  -11.6311   -2.2732   -0.5258   -0.5258    2.2390    3.0565    3.0565    4.9454
  1.5343  -11.6951   -1.9539   -0.4606   -0.4606    2.3053    2.9649    2.9649    4.6356
  1.5686  -11.7518   -1.6383   -0.3960   -0.3960    2.3677    2.8731    2.8731    4.3305
  1.6029  -11.8011   -1.3285   -0.3355   -0.3355    2.4244    2.7842    2.7842    4.0342
  1.6373  -11.8430   -1.0327   -0.2807   -0.2807    2.4716    2.7010    2.7010    3.7525
  1.6716  -11.8774   -0.7566   -0.2315   -0.2315    2.5057    2.6277    2.6277    3.4957
  1.7060  -11.9041   -0.5114   -0.1906   -0.1906    2.5217    2.5670    2.5670    3.2782
  1.7403  -11.9233   -0.3126   -0.1598   -0.1598    2.5158    2.5215    2.5215    3.1178
  1.7746  -11.9348   -0.1810   -0.1407   -0.1407    2.4932    2.4932    2.4952    3.0257
  1.8090  -11.9386   -0.1342   -0.1342   -0.1342    2.4836    2.4836    2.4836    2.9972
  1.8090  -11.9386   -0.1342   -0.1342   -0.1342    2.4836    2.4836    2.4836    2.9972
  1.8486  -11.9335   -0.1714   -0.1556   -0.1555    2.4709    2.5113    2.5113    3.0337
  1.8883  -11.9182   -0.2779   -0.2170   -0.2170    2.4336    2.5917    2.5917    3.1374
  1.9279  -11.8926   -0.4406   -0.3110   -0.3110    2.3738    2.7186    2.7186    3.2945
  1.9676  -11.8568   -0.6470   -0.4309   -0.4309    2.2943    2.8825    2.8825    3.4860
  2.0072  -11.8110   -0.8846   -0.5680   -0.5680    2.1988    3.0758    3.0758    3.6931
  2.0469  -11.7550   -1.1432   -0.7158   -0.7158    2.0911    3.2924    3.2924    3.8944
  2.0866  -11.6890   -1.4173   -0.8714   -0.8714    1.9739    3.5260    3.5260    4.0631
  2.1262  -11.6128   -1.7013   -1.0274   -1.0274    1.8520    3.7750    3.7751    4.1663
  2.1659  -11.5267   -1.9932   -1.1833   -1.1833    1.7273    4.0343    4.0343    4.1733
  2.2055  -11.4306   -2.2896   -1.3367   -1.3367    1.6023    4.0813    4.3041    4.3042
  2.2452  -11.3247   -2.5897   -1.4864   -1.4864    1.4791    3.9126    4.5819    4.5819
  2.2848  -11.2090   -2.8922   -1.6312   -1.6312    1.3593    3.6985    4.8676    4.8676
  2.3245  -11.0836   -3.1965   -1.7704   -1.7704    1.2443    3.4590    5.1564    5.1564
  2.3641  -10.9486   -3.5017   -1.9030   -1.9030    1.1355    3.2101    5.4511    5.4511
  2.4038  -10.8042   -3.8072   -2.0287   -2.0287    1.0337    2.9607    5.7500    5.7501
  2.4434  -10.6502   -4.1127   -2.1468   -2.1468    0.9405    2.7166    6.0569    6.0569
  2.4831  -10.4871   -4.4176   -2.2573   -2.2573    0.8554    2.4807    6.3629    6.3629
  2.5227  -10.3149   -4.7216   -2.3598   -2.3598    0.7796    2.2555    6.6720    6.6720
  2.5624  -10.1339   -5.0243   -2.4549   -2.4549    0.7138    2.0421    6.9835    6.9835
  2.6020   -9.9436   -5.3250   -2.5405   -2.5405    0.6596    1.8425    7.2983    7.2983
  2.6417   -9.7451   -5.6235   -2.6176   -2.6176    0.6151    1.6570    7.6150    7.6151
  2.6813   -9.5383   -5.9192   -2.6859   -2.6859    0.5820    1.4859    7.9336    7.9336
  2.7210   -9.3233   -6.2125   -2.7455   -2.7454    0.5604    1.3280    8.2518    8.2518
  2.7606   -9.1004   -6.5014   -2.7958   -2.7958    0.5510    1.1863    8.5714    8.5714
  2.8003   -8.8697   -6.7862   -2.8370   -2.8370    0.5548    1.0597    8.8959    8.8959
  2.8399   -8.6317   -7.0666   -2.8692   -2.8692    0.5705    0.9474    9.2054    9.2054
